"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"양천구","외국인-여자[명]","명","3135","3009","3000","3087","3354","3281",
"양천구","가구-계[가구]","가구","166139","165412","164193","164048","165106","168184",
"양천구","일반가구[가구]","가구","163823","163253","162045","162039","162867","166044",
"양천구","집단가구[가구]","가구","64","40","45","51","45","44",
"양천구","외국인가구[가구]","가구","2252","2119","2103","1958","2194","2096",
"양천구","주택-계[호]","호","134097","137651","137056","137850","139938","143769",
"양천구","단독주택[호]","호","9907","9547","8370","7990","7818","7698",
"양천구","아파트[호]","호","83827","85474","85758","85921","87387","90788",
"양천구","연립주택[호]","호","4459","4531","4265","4225","4144","4042",
"양천구","다세대주택[호]","호","34948","37225","37784","38855","39730","40382",
"양천구","비거주용 건물내 주택[호]","호","956","874","879","859","859","859",
"양천구","주택이외의 거처[호]","호","5933","5681","6095","6160","6257","6567",
"강서구","총인구[명]","명","570507","574287","581675","578539","574097","564854",
"강서구","남자[명]","명","278270","279521","282678","280629","277365","271779",
"강서구","여자[명]","명","292237","294766","298997","297910","296732","293075",
"강서구","내국인-계[명]","명","562468","565968","572993","569360","565054","555952",
"강서구","내국인-남자[명]","명","274379","275482","278564","276282","273209","267919",
"강서구","내국인-여자[명]","명","288089","290486","294429","293078","291845","288033",
"강서구","외국인-계[명]","명","8039","8319","8682","9179","9043","8902",
"강서구","외국인-남자[명]","명","3891","4039","4114","4347","4156","3860",
"강서구","외국인-여자[명]","명","4148","4280","4568","4832","4887","5042",
"강서구","가구-계[가구]","가구","220598","225672","234926","238901","243220","247202",
"강서구","일반가구[가구]","가구","217636","222652","231739","235754","240135","244097",
"강서구","집단가구[가구]","가구","90","59","83","89","76","74",
"강서구","외국인가구[가구]","가구","2872","2961","3104","3058","3009","3031",
"강서구","주택-계[호]","호","179045","184422","188176","190525","193551","195383",
"강서구","단독주택[호]","호","11671","11310","10895","10697","10456","10260",
"강서구","아파트[호]","호","107304","109403","111037","111811","113076","113767",
"강서구","연립주택[호]","호","5306","5218","5134","4966","4853","4794",
"강서구","다세대주택[호]","호","53569","57345","59950","61900","64018","65426",
"강서구","비거주용 건물내 주택[호]","호","1195","1146","1160","1151","1148","1136",
"강서구","주택이외의 거처[호]","호","11118","14356","20437","22723","25233","28136",
"구로구","총인구[명]","명","444832","442165","436869","433765","435560","435442",
"구로구","남자[명]","명","222985","221227","218428","217086","217373","216855",
"구로구","여자[명]","명","221847","220938","218441","216679","218187","218587",
"구로구","내국인-계[명]","명","405371","401635","394962","388079","389524","389832",
"구로구","내국인-남자[명]","명","201721","199362","195772","192022","192276","192124",
"구로구","내국인-여자[명]","명","203650","202273","199190","196057","197248","197708",
"구로구","외국인-계[명]","명","39461","40530","41907","45686","46036","45610",
"구로구","외국인-남자[명]","명","21264","21865","22656","25064","25097","24731",
"구로구","외국인-여자[명]","명","18197","18665","19251","20622","20939","20879",
"구로구","가구-계[가구]","가구","170651","171945","172346","174431","178837","182636",
"구로구","일반가구[가구]","가구","156528","156671","156110","156235","160378","164083",
"구로구","집단가구[가구]","가구","72","63","88","98","106","96",
"구로구","외국인가구[가구]","가구","14051","15211","16148","18098","18353","18457",
"구로구","주택-계[호]","호","118047","120431","121684","124569","129693","133012",
"구로구","단독주택[호]","호","12469","12311","12008","11827","11692","11474",
"구로구","아파트[호]","호","74594","75180","75540","77194","81131","83459",
"구로구","연립주택[호]","호","7362","7471","7405","7392","7399","7388",
"구로구","다세대주택[호]","호","22783","24639","25884","27310","28622","29852",
"구로구","비거주용 건물내 주택[호]","호","839","830","847","846","849","839",
"구로구","주택이외의 거처[호]","호","10577","11719","12178","12291","13434","14324",
"금천구","총인구[명]","명","250690","247819","249930","249344","249747","249419",
"금천구","남자[명]","명","128036","126271","127252","127278","127242","126490",
"금천구","여자[명]","명","122654","121548","122678","122066","122505","122929",
"금천구","내국인-계[명]","명","225898","222790","224487","221820","222193","222303",
"금천구","내국인-남자[명]","명","114746","112892","113579","112288","112286","112014",
"금천구","내국인-여자[명]","명","111152","109898","110908","109532","109907","110289",
"금천구","외국인-계[명]","명","24792","25029","25443","27524","27554","27116",
"금천구","외국인-남자[명]","명","13290","13379","13673","14990","14956","14476",
"금천구","외국인-여자[명]","명","11502","11650","11770","12534","12598","12640",
"금천구","가구-계[가구]","가구","103086","103691","106162","108167","111250","115254",
"금천구","일반가구[가구]","가구","93443","93402","95331","96298","99315","103432",
"금천구","집단가구[가구]","가구","60","39","56","77","81","67",
"금천구","외국인가구[가구]","가구","9583","10250","10775","11792","11854","11755",
"금천구","주택-계[호]","호","57096","58938","62314","65244","67012","68804",
"금천구","단독주택[호]","호","9776","9606","9410","9217","9011","8807",
"금천구","아파트[호]","호","27342","27470","29385","30918","30996","31689",
"금천구","연립주택[호]","호","3937","3949","3923","3872","3913","3914",
"금천구","다세대주택[호]","호","15549","17412","19056","20696","22548","23859",
"금천구","비거주용 건물내 주택[호]","호","492","501","540","541","544","535",
"금천구","주택이외의 거처[호]","호","4695","5065","6415","6345","8473","11441",
"영등포구","총인구[명]","명","406528","398120","393560","395286","394083","403619",
"영등포구","남자[명]","명","203801","199142","196929","198031","196903","200678",
"영등포구","여자[명]","명","202727","198978","196631","197255","197180","202941",
"영등포구","내국인-계[명]","명","357484","350363","346852","346135","345903","356649",
"영등포구","내국인-남자[명]","명","178064","173997","172220","171625","171068","175746",
"영등포구","내국인-여자[명]","명","179420","176366","174632","174510","174835","180903",
"영등포구","외국인-계[명]","명","49044","47757","46708","49151","48180","46970",
"영등포구","외국인-남자[명]","명","25737","25145","24709","26406","25835","24932",
"영등포구","외국인-여자[명]","명","23307","22612","21999","22745","22345","22038",
"영등포구","가구-계[가구]","가구","162570","161970","162626","166047","169700","178217",
"영등포구","일반가구[가구]","가구","147745","146904","147559","149831","153923","162391",
"영등포구","집단가구[가구]","가구","108","88","112","138","127","121",
"영등포구","외국인가구[가구]","가구","14717","14978","14955","16078","15650","15705",
"영등포구","주택-계[호]","호","96195","97089","99225","99971","101603","107366",
"영등포구","단독주택[호]","호","17306","16998","15401","14644","14378","14276",
"영등포구","아파트[호]","호","65088","65390","68204","68984","69946","74957",
"영등포구","연립주택[호]","호","1562","1500","1500","1486","1502","1487",
"영등포구","다세대주택[호]","호","11112","12112","12928","13674","14595","15474",
"영등포구","비거주용 건물내 주택[호]","호","1127","1089","1192","1183","1182","1172",
"영등포구","주택이외의 거처[호]","호","15125","17535","19908","21341","23833","26005",
"동작구","총인구[명]","명","407894","404076","400236","397980","400368","392772",
"동작구","남자[명]","명","200602","197854","195253","193713","194049","189611",
"동작구","여자[명]","명","207292","206222","204983","204267","206319","203161",
"동작구","내국인-계[명]","명","392969","388664","384227","380659","382396","376840",
"동작구","내국인-남자[명]","명","193400","190563","187799","185596","185757","182415",
"동작구","내국인-여자[명]","명","199569","198101","196428","195063","196639","194425",
"동작구","외국인-계[명]","명","14925","15412","16009","17321","17972","15932",
"동작구","외국인-남자[명]","명","7202","7291","7454","8117","8292","7196",
"동작구","외국인-여자[명]","명","7723","8121","8555","9204","9680","8736",
"동작구","가구-계[가구]","가구","166706","165785","166520","168420","172323","174572",
"동작구","일반가구[가구]","가구","161000","159770","160062","161495","164963","167766",
"동작구","집단가구[가구]","가구","76","76","74","111","106","107",
